,grade,负债水平,年龄,closed_accounts,past_due_accounts,open_accounts,enquiry_alert,一年内信用卡查询次数,一年内贷款查询次数,在用信用卡数,信用卡总额度,信用卡平均额度,当前贷款笔数,贷款总额度,贷款平均额度,近一年逾期30天以上次数,平均每月还款额,学历,就业状况
1318,,95423,25,5,0,3,43,0,10,1,75000,75000,2,45000,22500,1,2062,,
1319,,162236,26,1,0,2,49,0,9,0,0,0,2,166000,83000,0,8970,,
1320,,83737,30,8,0,7,37,0,14,2,13000,6500,5,65000,13000,5,3156,,
1321,,129199,41,18,0,7,99,0,4,2,30000,15000,5,220000,44000,0,11448,,
1322,,217390,25,2,0,3,43,0,3,0,0,0,3,219970,73323,0,3000,,
1323,,448007,28,15,1,11,174,0,111,10,139157,13916,14,691908,49422,22,25472,,
1324,,42021,22,0,0,5,31,3,4,3,26000,8667,2,21000,10500,0,1705,,
1325,,8902,21,0,0,1,9,4,5,0,0,0,1,10000,10000,0,1080,,
1326,,262915,25,2,0,2,63,0,4,1,30000,30000,1,190000,190000,0,93,,
1327,,28647,23,4,0,2,17,0,7,0,0,0,2,40000,20000,3,2151,,
1328,,296935,48,11,0,9,129,0,18,1,28000,28000,8,334000,41750,3,23791,,
1329,,64429,29,1,0,2,51,4,0,1,20000,20000,1,50000,50000,1,883,,
1330,,320638,62,19,0,17,163,4,23,7,130798,18685,10,302878,30288,2,1891,,
1331,,1957,28,2,0,2,14,0,1,0,0,0,4,138536,34634,6,9454,,
1332,,61750,27,0,0,2,60,1,0,1,38000,38000,1,51500,51500,0,4500,,
1333,,17917,20,0,0,2,4,1,0,2,20000,10000,0,0,0,0,2285,,
1334,,101055,30,1,0,1,14,0,10,0,0,0,1,100000,100000,1,50000,,
1335,,249023,26,6,0,3,41,2,11,1,26000,26000,2,207712,103856,0,32555,,
1336,,243447,29,6,0,7,55,2,9,2,70000,35000,5,220000,44000,3,8832,,
1337,,147474,41,14,0,6,36,0,15,0,0,0,6,148094,24682,0,5241,,
1338,,122072,28,11,0,3,55,0,18,0,0,0,3,140000,46667,0,9593,,
1339,,516959,37,5,0,4,53,0,3,2,46000,23000,2,350000,175000,1,47962,,
1340,,71944,24,5,0,6,32,2,9,2,25000,12500,4,60000,15000,0,551,,
1341,,153399,25,11,0,2,64,0,13,1,16000,16000,1,150000,150000,2,25519,,
1342,,44462,35,1,0,6,27,1,12,0,0,0,6,45000,7500,1,468,,
1343,,23502,21,0,0,4,12,8,0,4,36000,9000,0,0,0,0,1114,,
1344,,38451,22,0,0,4,33,2,1,4,103000,25750,0,0,0,0,500,,
1345,,384832,26,9,0,11,70,7,24,3,40000,13333,8,370000,46250,0,8916,,
1346,,48422,32,4,0,3,36,0,13,0,0,0,3,50000,16667,3,8952,,
1347,,51757,28,4,0,2,41,1,2,0,0,0,2,49907,24954,0,2756,,
1348,,30983,22,0,0,7,31,2,4,5,39000,7800,2,11000,5500,0,960,,
1349,,100540,23,2,0,6,35,2,22,0,0,0,6,105454,17576,0,4701,,
1350,,159454,25,0,0,2,81,1,3,1,10000,10000,1,150000,150000,0,2500,,
1351,,472814,27,10,0,2,35,0,4,0,0,0,2,401976,200988,0,26447,,
1352,,445838,40,10,0,8,94,1,7,3,45000,15000,5,366000,73200,0,7627,,
1353,,59034,30,4,0,2,21,0,1,0,0,0,2,80000,40000,0,4971,,
1354,,55297,27,3,0,4,19,1,15,0,0,0,4,61000,15250,0,1829,,
1355,,1065321,46,11,0,6,118,0,25,2,169000,84500,4,825000,206250,2,40160,,
1356,,5219,26,1,0,5,87,2,6,2,40000,20000,3,65000,21667,0,5767,,
1357,,191472,30,7,0,5,66,1,7,1,18000,18000,4,180000,45000,0,4129,,
1358,,76859,30,9,0,6,104,0,1,5,114000,22800,1,120000,120000,0,11520,,
1359,,286315,25,16,0,8,92,0,28,0,0,0,8,274500,34313,2,5474,,
1360,,100557,29,10,0,2,43,1,8,0,0,0,2,360000,180000,3,3709,,
1361,,0,28,1,0,1,10,1,1,0,0,0,1,5000,5000,1,5276,,
1362,,15955,26,0,0,2,19,1,8,1,8000,8000,1,10000,10000,0,3250,,
1363,,135693,23,2,0,3,46,0,5,0,0,0,3,155000,51667,0,2391,,
1364,,71285,20,0,0,1,40,0,1,0,0,0,1,70000,70000,0,3200,,
1365,,113631,25,2,0,7,43,0,12,0,0,0,7,120000,17143,2,1340,,
1366,,262942,34,12,0,9,97,0,19,1,10000,10000,8,362600,45325,2,9913,,
1367,,397103,32,8,0,6,70,0,7,2,152000,76000,4,190000,47500,0,4052,,
1368,,506614,42,5,0,8,113,0,4,4,197854,49464,4,400000,100000,0,22368,,
1369,,249175,38,4,0,4,51,1,8,1,5000,5000,3,225000,75000,1,24403,,
1370,,179873,23,0,0,2,42,1,4,1,98000,98000,1,100000,100000,0,3430,,
1371,,24145,22,0,0,2,19,2,11,2,104000,52000,2,40000,20000,0,5023,,
1372,,155007,24,2,0,5,52,0,10,0,0,0,5,196302,39260,0,1473,,
1373,,131752,22,3,0,6,61,0,9,2,20000,10000,4,111000,27750,0,3948,,
1374,,-4,30,0,0,0,2,2,6,0,0,0,1,50000,50000,0,0,,
1375,,340282,28,7,0,3,60,0,2,1,20000,20000,2,220000,110000,1,41307,,
1376,,144245,37,12,0,3,90,0,3,0,0,0,3,145000,48333,4,9912,,
1377,,18643,22,3,0,3,31,0,9,0,0,0,3,120000,40000,1,2991,,
1378,,338568,44,7,0,7,102,0,4,4,72000,18000,3,216000,72000,0,55569,,
1379,,126512,24,0,0,3,78,1,11,1,73000,73000,2,60000,30000,0,8166,,
1380,,652337,35,2,0,5,79,0,12,1,18000,18000,4,395000,98750,0,4031,,
1381,,567880,37,16,0,6,33,1,8,1,25000,25000,5,385000,77000,4,13238,,
1382,,40726,20,0,0,1,16,20,41,0,0,0,5,125000,25000,0,1434,,
1383,,168005,27,4,0,4,71,3,7,3,150000,50000,1,103000,103000,0,5439,,
1384,,52213,36,4,0,3,8,2,5,0,0,0,3,55000,18333,3,2219,,
1385,,191242,24,7,0,4,44,0,12,0,0,0,4,243978,60995,1,9813,,
1386,,110631,24,7,0,6,62,6,19,4,30000,7500,10,194886,19489,0,1652,,
1387,,104962,28,9,0,6,75,0,14,0,0,0,6,175111,29185,5,8795,,
1388,,225712,24,2,0,5,84,4,19,0,0,0,5,410000,82000,0,11753,,
1389,,1291035,47,10,0,8,113,0,11,2,137000,68500,6,1178000,196333,0,75041,,
1390,,102860,25,2,0,2,15,0,3,0,0,0,2,106000,53000,1,1653,,
1391,,80336,21,0,0,2,50,2,1,1,20000,20000,1,70000,70000,0,2495,,
1392,,56270,24,1,0,2,18,0,9,1,20000,20000,1,100000,100000,0,2523,,
1393,,191641,35,7,0,3,41,0,17,0,0,0,6,484000,80667,0,14562,,
1394,,401399,52,5,0,17,229,0,5,11,302000,27455,6,174000,29000,0,1273,,
1395,,138239,25,5,0,5,97,2,15,4,40000,10000,1,110000,110000,1,1471,,
1396,,171535,41,26,0,4,69,0,13,0,0,0,4,175000,43750,0,6865,,
1397,,263573,26,5,0,9,69,1,9,4,114000,28500,5,140000,28000,0,3165,,
1398,,7848,31,1,0,4,7,1,5,0,0,0,4,285000,71250,2,722,,
1399,,97938,26,2,0,3,26,0,3,0,0,0,3,122494,40831,0,1536,,
1400,,924765,31,4,0,7,118,0,4,4,286000,71500,3,620000,206667,0,6008,,
1401,,87919,30,5,0,5,17,0,8,1,10000,10000,4,80000,20000,1,14996,,
1402,,180527,36,10,0,3,24,0,2,0,0,0,3,223000,74333,0,9269,,
1403,,500563,35,14,0,7,95,5,20,7,78455,11208,6,686000,114333,11,42592,,
1404,,-3,27,1,0,0,17,0,0,0,0,0,0,0,0,1,109701,,
1405,,329714,29,6,0,4,54,0,12,1,10000,10000,3,248000,82667,0,24073,,
1406,,23636,21,0,0,2,4,0,4,0,0,0,2,30000,15000,0,1414,,
1407,,101545,27,3,0,1,55,0,2,0,0,0,1,100000,100000,0,14192,,
1408,,81753,19,0,0,3,21,3,11,0,0,0,3,85000,28333,0,1746,,
1409,,192319,24,15,0,4,69,0,14,0,0,0,4,202000,50500,0,19450,,
