是否逾期,申请时段,grade,closed_accounts,open_accounts,enquiry_alert,人脸相似度,电话使用时长,年龄,分区,信用卡额度使用率,信用卡数,信用卡平均额度,贷款数,贷款平均额度,平均分期金额,平均期数,90天内贷款查询次数,180天内贷款查询次数,120天内信用卡查询次数,365天内信用卡查询次数,历史近两年逾期最大天数,ULC33S,近三个月逾期天数,G207O,dsr_before,身份证号首字母,历史申请贷款查询数,开户成功率,total_monthly_obligation
否,14点,HH,0,4,29,0.45,半年到一年,26,九龙城,1.16,4,12250,0,0,0,0,4,4,0,3,0,56731,1,1702,25,Y,2,0,0
否,15点,II,5,6,71,0.53,两年以上,24,西贡,1,2,37500,4,18250,2042,11,2,23,0,1,8,158344,8,10421,52,Y,23,0.35,0
否,15点,HH,0,3,14,0.55,两年以上,26,葵青,0.85,2,30000,1,20000,1936,12,5,5,0,1,0,69517,0,3465,13,Y,4,0.5,0
否,16点,II,9,7,83,0.54,两年以上,30,九龙城,1.1,2,74500,5,27260,1183,46,19,23,2,3,11,308077,0,10833,94,Z,34,0.35,11017
否,23点,CC,0,4,54,0.56,半年到一年,19,屯门,0.4,4,8750,0,0,0,0,3,3,0,4,0,14060,0,422,6,R,3,0,0
否,11点,GG,6,6,76,0.58,两年以上,40,沙田,1.13,2,106000,4,308000,7037,54,0,0,1,3,0,1418422,0,35342,61,K,0,0,35687
是,13点,II,0,4,9,0.5,三个月内,21,南区,1,3,18333,1,40000,1971,60,5,5,2,3,0,95011,0,3621,96,R,5,0.6,3806
否,18点,GG,0,5,50,0.72,一年到两年,21,中西区,0.83,5,33000,0,0,0,0,0,1,0,3,0,136245,0,4087,75,Y,6,0.17,4432
否,12点,GG,0,6,47,0.53,两年以上,33,九龙城,0.92,4,51500,0,0,0,0,1,1,0,0,0,188983,0,5669,38,V,6,0.33,6014
否,13点,HH,2,4,42,0.51,一年到两年,21,油尖旺,0.94,3,23333,1,110000,3936,36,1,2,1,3,0,203768,0,5916,49,Y,7,0.57,6261
否,1点,HH,11,2,67,0.54,两年以上,27,九龙城,0,0,0,2,180000,5412,54,0,1,0,0,0,365523,0,10824,57,Y,5,1.8,11169
否,21点,II,10,7,75,0.67,两年以上,20,九龙城,1.01,3,4667,4,18750,1846,21,4,8,5,11,0,95461,0,7808,60,R,34,0.44,7993
是,15点,GG,1,0,17,0.57,半年到一年,23,元朗,0.74,2,34000,2,32500,2069,24,5,8,0,0,0,141355,0,6578,23,Y,9,0.11,345
否,18点,II,5,2,38,0.42,两年以上,27,沙田,0.97,1,30000,1,26000,2760,12,1,3,0,0,37,54993,0,3630,16,Y,3,1,3814
否,22点,EE,4,6,51,0.69,两年以上,29,离岛,0.75,3,34667,3,18333,962,22,0,0,0,0,9,110876,9,5231,42,Y,0,0,5667
否,10点,II,0,6,40,0.59,两年以上,23,南区,1,3,31667,3,22167,1844,16,9,11,0,0,0,166853,0,8387,77,Y,13,0.38,0
否,10点,HH,9,0,6,0.4,半年到一年,29,葵青,0.74,2,34000,2,32500,2069,24,3,3,0,0,0,141355,0,6578,12,Y,5,1.6,345
否,12点,II,9,3,26,0.51,两年以上,29,观塘,0,0,0,3,54445,2919,38,4,8,0,0,11,225482,0,8757,58,Y,22,0.5,8941
否,13点,II,13,6,91,0.5,两年以上,45,大埔,0.83,2,10000,4,55600,4098,19,5,9,1,2,0,181557,0,16893,56,K,22,0.82,0
是,16点,II,2,3,14,0.62,半年到一年,29,元朗,1.5,2,7500,1,30000,1478,60,5,5,1,3,0,52569,0,2155,18,Y,9,0.11,6495
否,16点,GG,0,1,10,0.6,三个月到半年,18,屯门,0.96,1,10000,0,0,0,0,0,0,7,7,0,9623,0,289,2,Y,0,0,634
否,18点,GG,2,4,12,0.38,一年到两年,28,大埔,1.04,2,7500,2,11500,1225,12,0,0,0,1,4,22844,4,2918,42,Y,9,0.56,3263
否,3点,HH,3,2,28,0.41,一年到两年,31,葵青,0.9,2,57500,0,0,0,0,0,2,0,2,0,103222,0,3097,38,V,15,0.2,3442
否,11点,CC,2,2,8,0.56,两年以上,42,葵青,0.1,2,77500,0,0,0,0,0,0,0,0,0,16124,0,484,34,K,3,0.67,1057
否,11点,II,1,3,51,0.58,两年以上,21,元朗,0.98,2,24000,1,180000,4874,60,1,2,1,1,0,319980,0,6285,87,Y,0,0,6469
否,11点,HH,8,6,91,0.35,两年以上,25,元朗,0.25,2,10000,4,48250,2177,27,13,18,0,1,0,184194,0,8859,67,Y,21,0.48,9204
否,16点,GG,8,8,82,0.42,两年以上,29,湾仔,1.04,6,29659,2,25300,1699,33,0,1,0,0,0,244549,0,8961,79,Y,5,1.6,9306
否,21点,CC,2,2,25,0.49,两年以上,32,南区,0.27,1,93000,1,190000,5771,36,0,0,0,1,0,123530,0,6533,24,V,0,0,7107
否,17点,GG,1,1,25,0.54,一年到两年,23,北区,0.01,1,20000,0,0,0,0,0,0,0,1,40,246,0,7,0,Y,7,0.29,352
否,0点,GG,3,3,42,0.58,两年以上,29,葵青,1.07,3,109667,0,0,0,0,2,3,0,0,1,351338,1,10540,53,Y,6,0.33,10897
否,18点,II,7,7,96,0.51,两年以上,27,观塘,0.79,2,30000,5,55400,2495,31,2,3,5,5,44,106239,44,13903,66,Y,13,0.77,14087
否,2点,HH,4,4,57,0.28,一年到两年,26,离岛,0.22,2,60000,2,156000,6916,36,8,9,0,0,0,516258,0,14612,66,Y,21,0.33,14957
否,5点,II,20,6,44,0.53,两年以上,35,深水埗,0.99,1,30000,5,66000,3809,29,9,13,0,0,0,511508,0,19931,56,Z,13,1.54,20115
否,19点,II,13,5,53,0.52,两年以上,36,观塘,0.88,3,43333,2,82500,3358,33,1,1,0,0,11,218743,11,10133,41,P,6,2.83,10318
否,12点,FF,0,2,9,0.57,三个月到半年,20,西贡,0.97,2,10000,0,0,0,0,6,6,2,3,0,19398,0,582,4,Y,5,0,966
否,9点,II,5,2,39,0.36,一年到两年,47,北区,1.03,1,85000,1,20000,1312,24,8,8,2,2,8,107502,0,3942,23,D,12,0.5,0
否,10点,BB,0,2,56,0.46,两年以上,22,深水埗,0.53,2,10000,0,0,0,0,1,1,0,0,0,10666,0,320,6,R,0,0,0
否,10点,II,2,6,44,0.51,半年到一年,21,葵青,0.95,2,17500,4,12000,884,23,11,19,1,10,0,84070,0,4528,35,R,24,0.33,0
否,15点,HH,0,6,27,0.56,一年到两年,19,观塘,0.45,6,4333,0,0,0,0,1,1,0,1,0,10504,30,315,2,R,1,0,660
否,19点,HH,0,1,5,0.53,半年到一年,41,九龙城,1.06,1,10000,0,0,0,0,0,0,3,4,0,10642,0,319,2,K,0,0,664
否,9点,II,0,3,14,0.57,三个月内,47,元朗,0.99,1,70000,2,15250,1625,12,3,4,0,0,0,105612,0,5334,21,C,4,0.75,5518
否,0点,GG,0,3,27,0.55,三个月到半年,23,北区,0.99,2,24500,0,0,0,0,0,2,0,1,0,48373,0,1451,29,P,2,0,1796
否,20点,II,2,5,66,0,两年以上,23,观塘,1.01,3,42667,2,41125,1821,27,2,6,1,1,7,213561,7,7532,38,Y,5,0,7716
否,21点,HH,13,6,79,0.53,两年以上,32,西贡,0.99,5,52200,1,20000,2131,12,0,1,0,0,0,275886,0,9896,63,Z,19,0.63,10241
否,0点,II,8,3,60,0.56,两年以上,29,离岛,1.12,3,90000,0,0,0,0,1,2,0,0,1,303272,1,9098,54,Y,2,0,9283
是,15点,II,9,4,51,0.4,两年以上,29,九龙城,0.9,3,40000,1,30000,1478,60,4,6,0,0,1,137488,0,4703,16,R,19,0.68,4887
否,11点,II,1,2,5,0.3,三个月到半年,32,大埔,0.81,1,15000,1,70000,4799,18,0,4,1,1,0,79355,0,5164,23,R,4,0.75,5348
否,11点,II,20,8,51,0.5,两年以上,29,中西区,0,2,28500,5,30811,2424,14,2,6,0,0,0,143260,0,12122,67,Y,14,1.86,12306
否,22点,II,28,7,63,0.42,两年以上,28,深水埗,0.99,3,62605,4,32250,2113,27,9,15,0,0,0,351087,0,14030,78,Y,36,0.86,14215
否,14点,GG,2,1,16,0.66,一年到两年,26,屯门,0.99,1,10000,0,0,0,0,2,5,0,1,0,9898,0,297,9,Y,10,0.2,642
否,21点,GG,8,6,138,0.53,两年以上,29,观塘,0.51,4,58500,2,296000,8288,48,0,0,1,2,0,659245,0,20185,62,Y,1,8,20530
否,22点,II,7,5,67,0.56,两年以上,32,油尖旺,1.02,2,32500,2,62500,2889,33,2,5,1,1,7,206727,7,7771,85,Z,8,1.25,7955
否,19点,II,10,7,79,0.39,一年到两年,25,黄大仙,0.87,4,23750,3,13333,1053,28,5,9,0,0,12,117899,0,5637,42,P,18,0.44,5821
否,9点,HH,4,3,42,0.66,半年到一年,24,葵青,0,0,0,2,35000,2266,36,3,3,0,1,0,68671,0,4531,45,Y,24,0.25,4876
否,13点,II,2,2,11,0.5,半年到一年,27,元朗,0,0,0,2,35000,3589,15,3,8,0,0,0,86098,0,7178,36,Y,10,0.4,7362
否,8点,HH,5,1,34,0.5,三个月到半年,23,大埔,0,0,0,1,20000,1580,18,0,3,1,2,0,18032,0,1580,10,V,8,0.38,1925
否,5点,HH,0,2,6,0.51,半年到一年,22,南区,0.9,1,10000,1,20000,986,60,0,0,0,0,0,26254,0,1257,34,R,3,0.67,1602
否,7点,II,0,1,2,0.44,三个月内,28,屯门,1.02,1,10000,0,0,0,0,2,2,0,0,0,10169,0,305,2,Y,2,0.5,489
否,9点,HH,10,4,69,0.59,两年以上,33,元朗,0.94,3,40333,1,70000,5530,18,2,3,0,0,5,207719,0,8941,61,P,10,0.7,0
是,9点,II,0,4,31,0.46,一年到两年,32,九龙城,0.98,2,52500,2,10000,1050,12,12,12,0,0,8,124334,8,5198,71,Z,10,0.4,5383
否,13点,II,4,14,108,0.41,两年以上,27,观塘,1.01,11,30699,2,52500,2239,33,3,5,3,3,1,440790,1,14659,59,V,28,0.21,14844
否,15点,HH,0,3,23,0.66,三个月到半年,19,葵青,1,2,14500,1,20000,1221,18,8,8,6,7,0,49656,0,2088,30,Y,2,0,2433
否,16点,HH,16,1,57,0.67,两年以上,26,离岛,0.99,1,40000,0,0,0,0,4,6,1,1,5,39511,0,1185,7,Y,16,0.5,1530
否,20点,II,8,3,99,0.51,两年以上,24,屯门,0.54,2,52500,1,120000,4264,48,4,6,0,0,5,175871,0,5964,80,Y,12,0.67,6149
否,2点,HH,9,11,113,0.52,两年以上,26,北区,0.95,7,29285,3,35667,1634,26,2,2,0,0,0,239975,0,10761,65,Y,17,0.47,0
否,8点,II,7,5,34,0.52,两年以上,30,大埔,1,3,10000,2,47500,2960,24,3,5,1,1,10,157448,0,6820,51,Z,10,0.9,0
否,11点,II,1,6,63,0.52,两年以上,25,观塘,1,3,89000,3,86667,4713,16,8,12,0,0,0,513323,0,22182,92,Y,14,0.36,22366
否,22点,FF,6,3,38,0.44,两年以上,30,屯门,0.53,2,43000,1,240000,7792,60,1,2,0,2,0,325716,0,9148,65,Z,2,3.5,9532
否,17点,II,4,6,38,0.53,一年到两年,21,九龙城,0.99,3,39000,2,12500,1332,12,1,3,0,2,1,153846,34,6448,46,Y,7,0.57,6633
否,9点,EE,0,2,47,0.51,两年以上,20,葵青,0.87,2,10000,0,0,0,0,0,0,1,1,0,17334,0,520,17,R,0,0,956
是,2点,II,1,3,17,0.55,半年到一年,54,九龙城,0,0,0,3,21667,2325,12,3,7,0,0,0,54224,0,6976,29,G,10,0.4,7160
否,14点,HH,8,6,108,0.61,两年以上,26,元朗,0.95,4,20932,2,80000,3916,27,3,3,0,0,0,238511,0,10217,80,Y,9,1,10562
否,19点,II,10,5,36,0.56,一年到两年,37,油尖旺,0.84,1,10000,4,236250,7218,36,8,11,0,0,0,1394943,0,29123,70,Z,14,1,29307
否,21点,II,10,11,112,0.61,两年以上,50,南区,0.36,4,26250,5,90000,5084,31,8,14,0,2,0,630442,0,26544,44,G,39,0.38,26729
否,1点,EE,0,1,48,0.5,两年以上,27,北区,0.81,1,171000,0,0,0,0,0,0,0,1,0,138673,0,4160,26,Y,0,0,4596
否,17点,II,4,2,45,0.63,两年以上,22,沙田,0.92,1,30000,1,75000,7863,12,1,5,0,0,0,121840,0,8688,58,Y,8,0.5,8872
否,9点,II,11,2,71,0.51,两年以上,29,葵青,1.01,1,30000,1,200000,4453,72,4,5,1,1,0,319598,0,5358,27,Y,10,0.1,5542
否,13点,II,3,3,71,0.62,一年到两年,21,沙田,1.02,2,53000,1,35000,3610,12,1,2,0,0,0,143305,1,6859,47,Y,5,1,7043
否,13点,GG,4,2,61,0.45,两年以上,27,油尖旺,0.98,1,100000,1,125536,1956,84,1,1,0,0,11,181266,6,4905,33,Y,1,1,5250
否,15点,II,25,8,49,0.38,一年到两年,29,观塘,0.8,4,5000,3,38333,2625,32,3,6,0,5,0,138131,0,8353,64,Y,21,1.14,8538
否,17点,II,0,5,68,0.55,半年到一年,31,葵青,0.9,4,40750,1,18000,2377,9,5,8,0,4,0,161018,1,6773,56,Z,6,0.33,6957
否,13点,HH,2,3,53,0.56,两年以上,28,东区,0.71,2,48950,1,80000,1733,60,2,4,0,2,0,116356,30,3144,16,P,6,0.17,0
否,9点,II,13,11,84,0.44,两年以上,28,黄大仙,1.01,5,20400,5,62300,3862,20,4,4,0,0,2,381966,2,22406,75,Y,21,0.9,22590
否,10点,FF,7,4,103,0.67,两年以上,41,大埔,0.91,2,50000,2,153600,4546,54,1,1,1,1,2,370176,2,11836,68,K,5,1,12220
否,11点,II,7,7,72,0.48,两年以上,26,黄大仙,0.86,4,33250,3,70000,3416,20,2,5,0,0,1,303811,0,13666,85,R,10,0.6,13851
否,11点,II,29,6,54,0.42,两年以上,38,大埔,1.01,2,20000,4,38750,2516,32,9,9,0,0,0,255994,0,11274,102,Z,40,0.85,11458
否,12点,II,16,5,94,0.42,两年以上,30,荃湾,0.68,4,46250,1,108000,2559,60,0,2,0,0,59,145983,1,6340,32,Z,5,0.2,0
否,12点,HH,7,11,73,0.27,两年以上,36,沙田,1.03,4,69750,4,88000,2210,50,0,4,0,0,0,397641,0,17434,100,R,6,0.33,17779
否,13点,CC,5,3,65,0.18,两年以上,25,观塘,0.54,3,72667,0,0,0,0,1,1,0,0,0,118035,0,3541,18,Y,1,2,2580
否,13点,GG,3,8,79,0.54,半年到一年,28,观塘,0.8,6,64167,1,50000,3728,18,2,2,1,2,0,370576,0,12944,37,R,16,0.31,13289
否,19点,II,9,4,65,0.52,两年以上,29,沙田,1.02,3,44333,1,15000,1598,12,1,3,0,0,1,151356,1,5659,44,Y,10,1.1,0
否,21点,II,6,2,23,0.49,两年以上,37,屯门,0,0,0,2,82500,3806,48,1,1,0,0,0,199832,0,7612,29,Z,11,0.73,7796
否,2点,CC,1,1,8,0.54,两年以上,22,西贡,0.5,1,10000,0,0,0,0,2,2,0,1,0,5000,0,150,1,Y,2,0.5,724
否,8点,FF,4,5,60,0.63,两年以上,37,屯门,0.85,2,10000,3,60000,3495,28,0,2,0,0,0,210060,0,10995,50,Z,0,0,0
否,9点,II,18,6,46,0.51,Missing,43,观塘,1.05,1,20000,5,52426,3913,17,5,11,0,0,8,282817,8,20196,79,K,35,0.69,20381
否,16点,II,21,7,119,0.68,两年以上,22,湾仔,0.8,4,44250,3,32667,2581,17,4,9,1,3,0,265143,0,12000,69,R,48,0.54,0
否,21点,II,3,2,21,0.56,一年到两年,24,沙田,0,0,0,2,55000,3419,20,1,2,0,0,0,156468,0,6838,34,Y,6,0.83,7022
否,17点,II,5,3,115,0.5,Missing,36,沙田,1.02,2,25500,1,216000,8000,47,5,5,0,3,0,411212,0,9559,50,Z,14,0.43,9743
否,18点,II,6,6,85,0.51,Missing,35,沙田,0.84,3,36667,3,153333,5318,34,2,2,0,1,2,468259,1,18716,47,Z,13,0.54,18901
否,19点,II,3,5,34,0.38,三个月到半年,28,元朗,0.34,2,7500,3,15000,1026,28,9,9,0,0,9,54472,9,3229,22,Y,22,0.36,3413
否,7点,II,43,16,174,0.56,Missing,55,观塘,0.82,5,19600,11,73713,2770,48,10,23,0,1,15,658744,15,32869,95,G,78,0.64,33054
否,9点,FF,0,2,17,0.2,一年到两年,21,九龙城,0.48,2,20500,0,0,0,0,0,1,2,2,0,19855,0,596,27,R,1,1,980
是,9点,II,4,8,67,0.51,两年以上,35,深水埗,0.98,6,27667,1,50000,2784,24,1,1,0,0,4,219058,4,7685,70,Z,3,0.67,7870
否,11点,HH,9,2,35,0.56,两年以上,49,观塘,0,0,0,2,100000,4597,24,1,1,0,0,0,171414,0,9193,63,G,4,1.5,9538
是,19点,II,4,4,43,0.58,一年到两年,30,北区,0,0,0,4,47500,3300,20,1,3,0,0,0,177487,0,13201,60,Y,11,0.73,13385
否,16点,HH,13,6,95,0.29,两年以上,34,沙田,1,3,32667,2,113823,4809,42,0,2,0,2,0,290722,1,12545,54,Z,7,0.43,0
否,14点,II,0,7,29,0.57,半年到一年,26,大埔,0.91,2,15000,5,13600,1364,20,7,9,0,0,2,77593,0,7636,48,Y,15,0.4,0
否,15点,II,9,7,31,0.63,半年到一年,37,元朗,0.87,2,15000,5,48228,2092,43,5,5,0,2,18,318491,0,11240,59,Z,13,0.62,11424
否,20点,HH,16,2,59,0.55,两年以上,50,大埔,0.99,2,120000,0,0,0,0,3,3,0,0,0,238531,0,7156,24,C,8,0.13,0
否,21点,HH,1,3,18,0.53,两年以上,59,荃湾,0.99,1,20000,2,126500,5256,30,0,1,0,0,0,245640,0,11105,19,G,0,0,11450
否,7点,EE,2,1,25,0.53,一年到两年,22,元朗,0.99,1,10000,0,0,0,0,0,0,0,0,0,9878,1,296,2,R,0,0,732
否,10点,HH,5,3,39,0.58,Missing,26,大埔,1,1,80000,2,65000,3393,24,3,8,0,0,0,207605,0,9185,77,Y,7,0.29,9530
否,13点,EE,3,2,25,0.64,Missing,52,观塘,0.07,1,24000,1,250000,5917,60,0,0,0,0,0,321271,0,5970,34,C,1,3,6406
否,16点,II,1,1,14,0.53,三个月到半年,19,北区,0.98,1,30000,0,0,0,0,4,6,1,1,0,29376,0,881,9,Y,6,0.33,1066
否,17点,HH,9,0,39,0.4,半年到一年,26,观塘,0.74,2,34000,2,32500,2069,24,1,1,0,2,0,141355,0,6578,9,Y,19,0.26,0
否,19点,II,0,4,12,0.63,三个月到半年,20,元朗,1,4,10250,0,0,0,0,2,2,1,2,0,40947,30,1228,16,Y,2,0.5,1413
否,17点,II,14,2,14,0.52,两年以上,39,沙田,0,0,0,1,49348,864,85,0,0,0,0,11,205477,34,2538,21,R,2,7.5,2722
否,20点,CC,16,17,147,0.44,Missing,50,东区,0.11,15,118600,1,720000,30720,24,2,2,0,1,0,774450,0,36443,66,G,0,0,0
否,9点,HH,3,6,112,0.68,两年以上,24,观塘,1,2,18000,2,148147,4377,66,0,2,0,0,7,291467,7,9836,35,R,7,0.57,0
否,20点,II,0,7,40,0.51,三个月到半年,23,观塘,0.67,5,10000,2,22000,2127,12,3,6,0,2,0,63422,1,5263,58,Y,5,0.4,5448
是,16点,II,24,7,47,0.36,Missing,49,观塘,0.45,2,35000,5,74000,4464,31,10,13,0,0,40,529249,10,23269,69,H,34,0.91,23454
否,18点,II,20,5,58,0.49,两年以上,39,九龙城,0.2,1,85000,4,70000,4458,21,1,3,0,0,6,254454,0,18338,92,Z,14,1.79,18522
否,20点,EE,1,3,72,0.63,两年以上,25,东区,0.33,2,39000,1,72625,3256,30,0,0,0,0,0,94315,0,4034,24,Y,1,1,4470
否,0点,HH,7,5,81,0.59,两年以上,29,屯门,0.98,2,25929,2,200000,5164,57,2,6,0,0,0,425180,0,11848,69,Y,2,0,0
否,10点,II,0,4,31,0.65,两年以上,31,大埔,0.93,1,20000,3,15000,1407,27,1,3,0,0,10,52849,10,4777,32,Z,5,0.8,4961
否,12点,HH,0,1,25,0.64,半年到一年,24,九龙城,0.98,1,60000,0,0,0,0,3,3,0,2,0,58512,0,1755,35,Y,4,0.25,2146
是,12点,HH,3,7,91,0.37,两年以上,59,深水埗,1,4,40000,1,30000,2275,18,3,4,0,0,0,197193,0,7099,51,D,1,1,0
否,21点,BB,6,5,64,0.34,两年以上,45,中西区,0.31,5,34000,0,0,0,0,0,0,0,1,0,52231,0,1567,9,V,0,0,2146
否,13点,AA,2,5,63,0.54,两年以上,28,黄大仙,0.07,5,30000,0,0,0,0,0,1,1,2,0,10952,0,329,3,Y,2,0,908
否,13点,II,7,8,79,0.5,Missing,26,黄大仙,1.18,3,31000,5,86000,3210,36,5,15,1,1,13,434286,9,19340,92,Y,39,0.28,19525
否,14点,II,0,8,67,0.45,一年到两年,20,西贡,1.03,8,7250,0,0,0,0,2,2,0,3,0,59775,1,1793,30,R,1,0,1978
否,22点,II,9,5,113,0.52,两年以上,22,西贡,0.78,3,34667,2,153566,5933,39,1,6,2,4,0,382498,1,14291,65,Y,16,0.56,14475
否,0点,FF,3,0,23,0.66,一年到两年,21,九龙城,0.74,2,34000,2,32500,2069,24,3,5,1,1,0,141355,0,6578,0,R,2,0,384
否,10点,II,2,4,40,0.56,两年以上,25,元朗,1.11,1,54000,3,50000,1559,52,2,5,0,0,0,233523,1,6470,38,Y,5,0.4,6654
否,1点,DD,6,1,97,0.48,两年以上,31,沙田,0,0,0,1,124498,1879,84,0,0,0,0,0,93568,0,1879,17,Z,0,0,0
否,17点,II,5,3,94,0.43,两年以上,30,沙田,1.03,1,113000,2,169000,3775,66,0,2,0,0,1,401839,44,11057,61,Z,7,0.14,11241
否,20点,FF,4,3,62,0.5,一年到两年,26,北区,0,1,8000,2,25000,2156,18,2,2,0,0,13,38441,2,4312,37,Y,9,0.44,4696
否,2点,EE,0,2,59,0.62,两年以上,42,屯门,0.77,2,116500,0,0,0,0,0,0,0,0,0,180275,0,5408,36,K,0,0,5844
否,19点,CC,2,3,36,0.62,两年以上,23,观塘,0.55,3,10000,0,0,0,0,6,7,1,3,0,16387,0,492,12,R,5,0.2,0
否,1点,II,25,6,55,0.66,两年以上,24,观塘,1,2,31000,4,26250,2142,27,2,12,0,0,6,180575,6,10435,58,P,40,0.78,10619
否,14点,HH,0,1,25,0.55,半年到一年,25,葵青,1.02,1,19997,0,0,0,0,3,3,0,0,9,20305,9,609,19,Y,5,0.2,0
是,1点,II,15,13,143,0.55,两年以上,26,屯门,0.88,10,27780,3,68333,2725,32,2,5,0,1,1,438440,1,15361,40,Y,16,0.75,0
否,15点,II,2,3,7,0.47,三个月内,44,观塘,1.03,1,10000,2,17500,1865,12,2,3,0,0,0,41716,0,4038,43,K,6,0.83,4223
否,4点,GG,0,1,32,0.43,半年到一年,23,元朗,0,0,0,1,5000,507,12,0,0,0,0,0,1885,0,507,50,Y,7,0.14,852
否,6点,II,0,7,32,0.63,两年以上,23,南区,0.97,3,31667,4,12500,937,23,1,7,0,1,1,138473,0,6520,59,Y,10,0.6,6704
否,10点,HH,10,6,95,0.52,两年以上,38,元朗,0.86,4,56000,2,125000,4619,42,0,7,0,0,0,480550,0,14996,75,Z,26,0.42,0
否,13点,GG,0,6,62,0.54,两年以上,28,北区,1.02,4,32300,1,27750,1206,24,1,1,0,4,0,149812,0,5158,26,Y,1,0,5503
否,13点,II,6,7,84,0.55,两年以上,32,西贡,0.74,4,42500,3,148333,5207,44,2,6,0,1,0,538302,0,19385,81,Y,14,0.57,19569
否,11点,II,9,5,51,0.63,两年以上,37,屯门,1.14,2,20500,3,64000,3232,32,2,5,1,5,0,282754,0,11092,69,Z,11,0.91,11276
否,18点,II,2,4,41,0.51,一年到两年,28,屯门,1.03,2,18500,2,80000,4411,27,0,1,0,1,0,184586,1,9961,66,Y,6,0.67,10146
否,19点,HH,0,3,20,0.64,一年到两年,24,西贡,0.97,2,48000,1,80000,2502,36,0,3,0,1,3,168503,3,5305,35,Y,1,0,5650
是,17点,HH,13,7,127,0.66,一年到两年,24,屯门,0.33,2,22500,5,15000,1382,14,4,16,0,0,12,63882,12,7352,72,Y,40,0.33,0
否,22点,II,2,8,107,0.54,两年以上,23,荃湾,0.84,6,9667,2,40000,3020,15,1,5,1,7,0,122500,1,7502,52,Y,13,0.38,0
否,20点,EE,0,4,53,0.55,两年以上,24,元朗,0.71,3,38667,1,160000,3386,60,0,0,1,1,5,281642,0,5841,51,Y,0,0,0
否,21点,II,7,7,94,0.42,两年以上,32,葵青,0.8,3,34000,4,87084,3183,29,5,6,0,0,0,353125,0,15173,80,P,5,0.8,15357
否,17点,CC,0,2,11,0.5,半年到一年,21,油尖旺,0.51,2,8000,0,0,0,0,0,0,0,2,0,8134,0,244,8,Y,0,0,818
否,10点,II,8,4,62,0.61,两年以上,34,沙田,0.98,2,18000,2,46000,2078,30,3,7,0,0,1,109316,0,5214,22,Z,20,0.15,5399
否,10点,GG,2,2,56,0.53,两年以上,26,屯门,0.96,2,61500,0,0,0,0,1,1,0,0,0,118627,0,3559,18,Y,3,0.33,3904
否,12点,GG,4,9,144,0.55,Missing,30,观塘,1.04,6,32500,2,85750,2758,54,0,2,0,0,0,366441,0,11629,62,Z,3,1.33,11974
否,12点,II,12,4,78,0.68,Missing,26,西贡,0.99,3,25000,1,290000,9416,60,4,8,0,2,0,611259,1,11652,47,Y,9,1.44,11837
否,17点,II,2,6,60,0.58,一年到两年,30,元朗,0.91,3,31000,3,48333,2435,40,3,3,0,0,7,220149,7,9842,49,V,11,0.64,10026
否,17点,CC,0,1,6,0.63,两年以上,23,西贡,0,1,99900,0,0,0,0,0,0,0,0,9,0,0,0,0,Y,0,0,574
否,19点,HH,18,4,82,0.53,两年以上,32,油尖旺,0.58,2,37500,2,118068,6411,27,4,9,0,1,10,309220,0,14134,67,Z,23,0.83,0
否,10点,HH,8,1,38,0.62,两年以上,37,沙田,1.03,1,20000,0,0,0,0,0,0,2,7,0,20531,0,616,3,Z,0,0,0
是,10点,GG,15,8,138,0.55,Missing,29,油尖旺,0.14,5,22000,3,45124,2362,36,8,12,1,7,30,149876,1,7540,66,V,36,0.44,7885
否,11点,HH,9,4,37,0.57,Missing,25,深水埗,0.92,3,48667,1,20000,2131,12,3,3,0,0,1,160554,0,6180,39,Y,9,1.44,6525
是,14点,II,1,3,34,0.56,两年以上,32,离岛,0.79,2,45000,1,30000,2275,18,1,3,2,2,6,111761,0,4399,15,Z,12,0.33,4584
否,15点,II,2,6,92,0.4,两年以上,22,离岛,0.51,4,26750,2,29215,1519,36,0,1,0,0,6,125321,6,4673,23,Y,3,0.33,4858
否,21点,HH,10,5,104,0.38,两年以上,25,东区,0.99,3,11333,2,65000,2690,30,1,9,1,3,0,121346,1,6390,32,Y,9,0.33,6735
否,9点,II,0,2,4,0.58,三个月到半年,18,沙田,1.03,1,5000,1,15000,1598,12,0,3,1,1,0,21146,0,1753,41,Y,3,0.67,1937
否,8点,HH,22,5,42,0.58,Missing,35,葵青,0.48,3,31667,2,22500,2383,12,6,6,0,0,1,102461,11,6123,31,Z,21,1.14,6468
否,13点,GG,3,3,49,0.59,一年到两年,42,大埔,0.94,2,20500,1,30000,3145,12,0,2,0,0,0,69869,1,4298,61,K,2,0.5,0
否,0点,II,1,9,20,0.58,一年到两年,19,葵青,0.66,9,3111,0,0,0,0,2,3,0,3,0,18599,61,558,19,Y,3,0,0
否,17点,HH,18,7,89,0.64,Missing,52,西贡,0.99,3,85000,3,273333,7738,48,0,2,0,0,49,814683,0,30808,73,H,18,1.22,31153
否,14点,DD,9,8,79,0.51,一年到两年,20,观塘,0.77,7,11571,0,0,0,0,0,0,2,10,0,62037,1,1861,85,Y,4,0,2385
否,2点,GG,4,6,40,0.51,两年以上,40,沙田,0.96,4,24000,1,50000,1789,36,1,1,0,0,0,157011,0,4567,57,K,1,2,4912
否,7点,HH,3,6,67,0.53,两年以上,38,葵青,0.97,2,46000,2,101663,2917,54,0,2,0,0,0,343764,1,8514,44,Z,0,0,8859
